mul_id,name,variant,class_name,technology,role,tonnage,bf_size,bf_move,bf_tmm,bf_armor,bf_structure,bf_threshold,bf_damage_short,bf_damage_short_min,bf_damage_medium,bf_damage_medium_min,bf_damage_long,bf_damage_long_min,bf_damage_extreme,bf_overheat,bf_point_value,bf_abilities,date_introduced,era_id,rules_level,battle_value,ab_ecm,ab_aecm,ab_stl,ab_lrm,ab_srm,ab_if,ab_narc,ab_case,ab_c3i,ab_c3s,ab_c3m,ab_tag,ab_rcn,ab_prb
5831,Savage Coyote Z,Z,Savage Coyote,Clan,Juggernaut,85.0,4,6in,0,8,5,0,9,False,7,False,5,False,0,2,66,"CASEII,ECM,IATM5/4/2,FLK1/1/1,MHQ1,NOVA,OMNI,PRB,RCN",3072,14,Experimental,3080,1,0,0,0,0,0,0,1,0,0,0,0,1,1
3837,Blood Kite 2,2,Blood Kite,Clan,Sniper,85.0,4,6inj,0,8,7,0,6,False,6,False,6,False,0,1,59,"CASE,IF2,LPRB,OVL,RCN",3066,247,Standard,3122,0,0,0,0,0,1,0,1,0,0,0,0,1,1
5824,Osteon C,C,Osteon,Clan,Juggernaut,85.0,4,6in/10inj,0,10,10,0,4,False,4,False,3,False,0,2,66,"CR,ECM,ENE,JMPS1,MHQ1,NOVA,OMNI,PRB,RCN",3072,14,Experimental,3139,1,0,0,0,0,0,0,0,0,0,0,0,1,1
4984,Savage Coyote C,C,Savage Coyote,Clan,Juggernaut,85.0,4,6inj,0,8,5,0,7,False,6,False,4,False,0,3,52,"CASE,OMNI,OVL",3064,247,Standard,3189,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2097,Masakari (Warhawk) Prime,Prime,Masakari (Warhawk),Clan,Sniper,85.0,4,8in,0,9,5,0,5,False,5,False,5,False,0,3,52,"CASE,IF0*,OMNI,OVL",2999,255,Standard,3194,0,0,0,0,0,1,0,1,0,0,0,0,0,0
8293,Jade Phoenix Prime,Prime,Jade Phoenix,Clan,Sniper,85.0,4,8in/10inj,0,9,5,0,5,False,5,False,5,False,0,0,53,"CASE,FLK2/2/2,JMPS1,OMNI",3148,16,Advanced,3277,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9505,Deimos H,H,Deimos,Clan,Sniper,85.0,4,8in/6inj,0,8,5,0,4,False,5,False,5,False,0,3,49,"AMS,CASE,OMNI",3087,15,Standard,3344,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2068,Marauder IIC 4,4,Marauder IIC,Clan,Sniper,85.0,4,8in/6inj,0,8,5,0,6,False,5,False,5,False,0,0,48,"CASE,FLK5/5/5",3070,14,Standard,3447,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6855,Deimos E,E,Deimos,Mixed,Brawler,85.0,4,10in,0,8,5,0,5,False,5,False,3,False,0,4,57,"AMS,CASE,OMNI,OVL,RHS",3140,16,Advanced,3620,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8340,Masakari (Warhawk) L,L,Masakari (Warhawk),Clan,Brawler,85.0,4,10in,0,9,5,0,6,False,5,False,4,False,0,0,61,"CASEII,ECM,LPRB,OMNI,RCN,WAT",3121,254,Standard,3695,1,0,0,0,0,0,0,1,0,0,0,0,1,1
770,Cyclops CP-10-HQ,CP-10-HQ,Cyclops,Inner Sphere,Juggernaut,90.0,4,8in,0,5,7,0,2,False,3,False,1,False,0,0,32,IF1,2753,10,Experimental,1113,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3623,Ymir BWP-X1,BWP-X1,Ymir,Primitive,Missile Boat,90.0,4,6in,0,6,7,0,2,False,2,False,2,False,0,1,34,IF1,2462,9,Advanced,1194,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9543,Mauler MAL-1PT6,MAL-1PT6,Mauler,Inner Sphere,Sniper,90.0,4,4in,0,7,7,0,2,False,2,False,3,False,0,3,47,IF2,3022,256,Introductory,1270,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9545,Mauler MAL-1X-AFFC,MAL-1X-AFFC,Mauler,Inner Sphere,Juggernaut,90.0,4,6in,0,5,7,0,3,False,3,False,1,False,0,2,33,"CASE,SRM1/1",3040,256,Standard,1286,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3620,Ymir BWP-2B,BWP-2B,Ymir,Inner Sphere,Missile Boat,90.0,4,8in,0,6,7,0,3,False,3,False,2,False,0,0,36,IF1,2475,9,Introductory,1289,0,0,0,0,0,1,0,0,0,0,0,0,0,0
788,Daboku DCMS-MX90-D,DCMS-MX90-D,Daboku,Inner Sphere,Sniper,90.0,4,6in,0,5,7,0,2,False,2,False,2,False,0,2,32,"CASE,IF1",3038,256,Standard,1290,0,0,0,0,0,1,0,1,0,0,0,0,0,0
772,Cyclops CP-10-Z,CP-10-Z,Cyclops,Inner Sphere,Juggernaut,90.0,4,8in,0,5,7,0,3,False,3,False,1,False,0,2,34,"AC1/1/-,IF1",2710,10,Introductory,1317,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5429,Ymir BWP-2E,BWP-2E,Ymir,Inner Sphere,Sniper,90.0,4,8in,0,6,7,0,2,False,3,False,2,False,0,1,36,"IF1,OVL",2478,9,Introductory,1393,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9542,Mauler MAL-1PT5,MAL-1PT5,Mauler,Inner Sphere,Sniper,90.0,4,6in,0,7,7,0,2,False,3,False,3,False,0,1,40,"IF2,LRM1/1/2",3022,256,Introductory,1400,0,0,0,1,0,1,0,0,0,0,0,0,0,0
9546,Mauler MAL-1Y,MAL-1Y,Mauler,Inner Sphere,Sniper,90.0,4,6in,0,7,4,0,3,False,4,False,3,False,0,1,40,"CASE,IF2,LRM1/2/2",3048,256,Standard,1448,0,0,0,1,0,1,0,1,0,0,0,0,0,0
7186,Emperor EMP-1A,EMP-1A,Emperor,Primitive,Juggernaut,90.0,4,6in,0,9,7,0,3,False,3,False,1,False,0,0,40,AC1/1/1,2442,9,Advanced,1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2101,Mauler MAL-1R,MAL-1R,Mauler,Inner Sphere,Sniper,90.0,4,6in,0,7,4,0,2,False,3,False,3,False,0,2,37,"CASE,IF1,LRM1/1/1,OVL",3048,256,Standard,1460,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2103,Mauler MAL-C,MAL-C,Mauler,Inner Sphere,Sniper,90.0,4,6in,0,7,4,0,2,False,3,False,3,False,0,2,40,"C3S,CASE,IF1,LRM1/1/1,MHQ1,OVL",3051,13,Standard,1473,0,0,0,1,0,1,0,1,0,1,0,0,0,0
3622,Ymir BWP-3A,BWP-3A,Ymir,Inner Sphere,Brawler,90.0,4,8in,0,6,7,0,4,False,4,False,1,False,0,0,38,IF1,2733,10,Standard,1491,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4032,Cyclops CP-11-A-DC,CP-11-A-DC,Cyclops,Inner Sphere,Sniper,90.0,4,8in,0,5,7,0,3,False,4,False,2,False,0,0,37,"IF1,MHQ1",3045,256,Advanced,1507,0,0,0,0,0,1,0,0,0,0,0,0,0,0
779,Cyclops CP-11-H,CP-11-H,Cyclops,Inner Sphere,Juggernaut,90.0,4,8in,0,7,7,0,4,False,4,False,0,False,0,0,38,AC2/2/-,3064,247,Standard,1525,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,Cyclops CP-11-C2,CP-11-C2,Cyclops,Inner Sphere,Brawler,90.0,4,8in,0,6,7,0,4,False,4,False,1,False,0,0,46,"C3M2,MHQ10,TAG",3073,14,Standard,1534,0,0,0,0,0,0,0,0,0,0,1,1,0,0
773,Cyclops CP-11-A,CP-11-A,Cyclops,Inner Sphere,Sniper,90.0,4,8in,0,5,7,0,4,False,4,False,3,False,0,0,38,IF1,3045,256,Standard,1547,0,0,0,0,0,1,0,0,0,0,0,0,0,0
775,Cyclops CP-11-C,CP-11-C,Cyclops,Inner Sphere,Brawler,90.0,4,8in,0,6,7,0,3,False,4,False,2,False,0,0,45,"C3M,MHQ5,TAG",3050,13,Standard,1553,0,0,0,0,0,0,0,0,0,0,1,1,0,0
771,Cyclops CP-10-Q,CP-10-Q,Cyclops,Inner Sphere,Missile Boat,90.0,4,8in,0,9,7,0,3,False,3,False,2,False,0,1,44,"IF1,LRM1/1/1",2801,11,Introductory,1584,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5460,Mauler MAL-2R,MAL-2R,Mauler,Inner Sphere,Juggernaut,90.0,4,6in,0,7,7,0,3,False,4,False,3,False,0,1,42,"CASE,IF1",3060,13,Standard,1586,0,0,0,0,0,1,0,1,0,0,0,0,0,0
3124,Sunder SD1-O (Samual),SD1-O (Samual),Sunder,Inner Sphere,Juggernaut,90.0,4,8in,0,9,4,0,6,False,4,False,1,False,0,1,44,"HT1/-/-,OMNI,SRM3/3",3066,247,Standard,1593,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3126,Sunder SD1-OB,SD1-OB,Sunder,Inner Sphere,Brawler,90.0,4,8in,0,9,4,0,4,False,5,False,2,False,0,0,54,"C3M2,IF2,LRM1/2/2,MHQ10,OMNI,TAG",3056,13,Standard,1597,0,0,0,1,0,1,0,0,0,0,1,1,0,0
2100,Mauler MAL-1K,MAL-1K,Mauler,Inner Sphere,Juggernaut,90.0,4,6in,0,7,4,0,4,False,4,False,2,False,0,2,40,"AC1/1/-,IF2,LRM1/1/2",3069,14,Standard,1622,0,0,0,1,0,1,0,0,0,0,0,0,0,0
9548,Mauler MAL-3K,MAL-3K,Mauler,Inner Sphere,Missile Boat,90.0,4,6in,0,9,4,0,3,False,4,False,4,False,0,2,47,"IF4,LRM1/1/2",3074,14,Standard,1622,0,0,0,1,0,1,0,0,0,0,0,0,0,0
9544,Mauler MAL-1KX,MAL-1KX,Mauler,Inner Sphere,Juggernaut,90.0,4,6in,0,9,4,0,4,False,4,False,2,False,0,2,44,"AC2/2/-,IF2,LRM1/1/2",3068,14,Standard,1678,0,0,0,1,0,1,0,0,0,0,0,0,0,0
780,Cyclops CP-12-K,CP-12-K,Cyclops,Inner Sphere,Brawler,90.0,4,8in,0,7,7,0,5,False,5,False,2,False,0,0,43,CASE,3059,13,Standard,1699,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1713,Juggernaut JG-R9T1,JG-R9T1,Juggernaut,Inner Sphere,Juggernaut,90.0,4,6in,0,9,7,0,5,False,3,False,0,False,0,2,43,CASE,3053,13,Standard,1719,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7385,Lich UABM-2R,UABM-2R,Lich,Mixed,Sniper,90.0,4,6in,0,9,4,0,3,False,3,False,3,False,0,1,46,"AECM,BHJ2,CASEII,DRO,OVL",3140,16,Advanced,1719,1,1,0,0,0,0,0,1,0,0,0,0,0,0
3127,Sunder SD1-OC,SD1-OC,Sunder,Inner Sphere,Brawler,90.0,4,8in,0,9,4,0,7,False,7,False,0,False,0,0,52,"C3S,MHQ1,OMNI",3058,13,Standard,1735,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9547,Mauler MAL-2D,MAL-2D,Mauler,Inner Sphere,Juggernaut,90.0,4,6in,0,7,7,0,3,False,3,False,3,False,0,3,40,CASE,3065,247,Standard,1737,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3123,Sunder SD1-O,SD1-O,Sunder,Inner Sphere,Brawler,90.0,4,8in,0,9,4,0,6,False,6,False,0,False,0,1,46,"AC2/2/-,OMNI,SRM2/2",3056,13,Standard,1747,0,0,0,0,1,0,0,0,0,0,0,0,0,0
777,Cyclops CP-11-C3,CP-11-C3,Cyclops,Inner Sphere,Brawler,90.0,4,8in,0,8,7,0,4,False,4,False,2,False,0,0,50,"C3BSM,MHQ6,TAG",3077,14,Experimental,1752,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3131,Sunder SD1-OX,SD1-OX,Sunder,Inner Sphere,Missile Boat,90.0,4,8in,0,9,4,0,4,False,5,False,3,False,0,0,50,"C3S,IF2,LRM2/2/2,MHQ1,OMNI",3073,14,Experimental,1761,0,0,0,1,0,1,0,0,0,1,0,0,0,0
3420,Viking VKG-3W,VKG-3W,Viking,Inner Sphere,Missile Boat,90.0,4,6in,0,9,7,0,5,False,4,False,3,False,0,1,54,"C3I,CASE,IF2,LRM-/1/2,MHQ2,SRM3/1",3072,14,Standard,1778,0,0,0,1,1,1,0,1,1,0,0,0,0,0
1517,Highlander HGN-733,HGN-733,Highlander,Inner Sphere,Juggernaut,90.0,4,6inj,0,9,7,0,3,False,3,False,2,False,0,1,44,IF1,2866,11,Introductory,1801,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7323,Rifleman III RF2-A,RF2-A,Rifleman III,Inner Sphere,Brawler,90.0,4,4in,0,6,4,0,4,False,4,False,4,False,0,1,39,"ECM,OVL,STL",2776,10,Experimental,1819,1,0,1,0,0,0,0,0,0,0,0,0,0,0
963,Emperor EMP-5A,EMP-5A,Emperor,Inner Sphere,Juggernaut,90.0,4,6inj,0,9,7,0,3,False,3,False,1,False,0,2,42,,2502,9,Introductory,1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6846,Sunder SD1-OF,SD1-OF,Sunder,Mixed,Missile Boat,90.0,4,8in,0,9,4,0,4,False,6,False,5,False,0,0,58,"C3BSS,CASE,IF5,LRM2/2/2,MHQ2,OMNI",3134,16,Advanced,1854,0,0,0,1,0,1,0,1,0,0,0,0,0,0
1518,Highlander HGN-733C,HGN-733C,Highlander,Inner Sphere,Juggernaut,90.0,4,6inj,0,9,7,0,3,False,3,False,2,False,0,2,44,"AC1/1/-,IF1",2866,11,Introductory,1857,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1519,Highlander HGN-733P,HGN-733P,Highlander,Inner Sphere,Sniper,90.0,4,6inj,0,9,7,0,3,False,4,False,3,False,0,0,46,"IF1,LRM1/1/1",2866,11,Introductory,1865,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3419,Viking VKG-3A,VKG-3A,Viking,Inner Sphere,Missile Boat,90.0,4,6in,0,9,10,0,4,False,3,False,2,False,0,1,60,"ARTAIS-1,CASE,IF1",3074,14,Advanced,1876,0,0,0,0,0,1,0,1,0,0,0,0,0,0
3129,Sunder SD1-OE,SD1-OE,Sunder,Inner Sphere,Brawler,90.0,4,8in,0,9,4,0,5,False,4,False,1,False,0,1,42,"FLK1/1/1,OMNI",3069,14,Standard,1876,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2102,Mauler MAL-3R,MAL-3R,Mauler,Inner Sphere,Sniper,90.0,4,6inj,0,9,4,0,3,False,4,False,4,False,0,0,47,"C3S,FLK1/1/1,IF2,LRM1/2/2,MHQ1",3062,247,Standard,1877,0,0,0,1,0,1,0,0,0,1,0,0,0,0
5784,Mauler MAL-4X “Todesbote”,MAL-4X “Todesbote”,Mauler,Inner Sphere,Juggernaut,90.0,4,4in,0,14,4,0,4,False,3,False,3,False,0,0,49,"CASEII,CR,IF1",3070,14,Experimental,1904,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1714,Juggernaut JG-R9T2,JG-R9T2,Juggernaut,Inner Sphere,Juggernaut,90.0,4,6in,0,9,7,0,5,False,4,False,0,False,0,1,44,,3057,13,Experimental,1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8064,Juliano JLN-5B,JLN-5B,Juliano,Inner Sphere,Brawler,90.0,4,8in,0,9,4,0,4,False,4,False,3,False,0,4,45,"ARM,CASEII,SRM2/2",3146,16,Advanced,1937,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3128,Sunder SD1-OD,SD1-OD,Sunder,Inner Sphere,Brawler,90.0,4,8in/6inj,0,9,4,0,3,False,4,False,2,False,0,0,41,"FLK1/1/-,OMNI",3063,247,Standard,1947,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716,"Juggernaut JG-R9TX1 ""Leapin' Lil""","JG-R9TX1 ""Leapin' Lil""",Juggernaut,Inner Sphere,Juggernaut,90.0,4,6in/4inj,0,9,5,0,4,False,3,False,0,False,0,2,40,JMPW1,3074,14,Experimental,1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1715,Juggernaut JG-R9T3,JG-R9T3,Juggernaut,Inner Sphere,Juggernaut,90.0,4,6in,0,9,7,0,4,False,4,False,0,False,0,3,44,,3065,247,Experimental,1959,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3691,Akuma AKU-1X,AKU-1X,Akuma,Inner Sphere,Juggernaut,90.0,4,6in,0,9,7,0,5,False,5,False,2,False,0,2,49,FLK1/1/1,3058,13,Standard,1959,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964,Emperor EMP-6A,EMP-6A,Emperor,Inner Sphere,Juggernaut,90.0,4,6inj,0,9,4,0,4,False,4,False,2,False,0,1,42,"CASE,FLK1/1/1",2612,10,Standard,1969,0,0,0,0,0,0,0,1,0,0,0,0,0,0
778,Cyclops CP-11-G,CP-11-G,Cyclops,Inner Sphere,Sniper,90.0,4,8in,0,9,7,0,4,False,4,False,3,False,0,0,47,"CASE,IF1",3058,13,Standard,1981,0,0,0,0,0,1,0,1,0,0,0,0,0,0
3125,Sunder SD1-OA,SD1-OA,Sunder,Inner Sphere,Sniper,90.0,4,8in,0,9,4,0,5,False,5,False,4,False,0,0,47,"IF1,OMNI",3056,13,Standard,2003,0,0,0,0,0,1,0,0,0,0,0,0,0,0
969,"Emperor EMP-6ME ""Mercury Elite""","EMP-6ME ""Mercury Elite""",Emperor,Inner Sphere,Juggernaut,90.0,4,6in,0,9,5,0,4,False,4,False,2,False,0,1,46,"C3S,FLK1/2/2,MHQ1",3075,14,Experimental,2004,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3628,Yu Huang Y-H9GC,Y-H9GC,Yu Huang,Inner Sphere,Skirmisher,90.0,4,8inj,0,9,4,0,4,False,4,False,1,False,0,0,48,"C3M,FLK1/1/-,MHQ5,TAG",3067,247,Standard,2017,0,0,0,0,0,0,0,0,0,0,1,1,0,0
7999,Orochi OR-3K,OR-3K,Orochi,Inner Sphere,Sniper,90.0,4,8in,0,9,4,0,3,False,3,False,3,False,0,1,40,"FLK1/2/2,OVL",3144,16,Standard,2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3627,Yu Huang Y-H9GB,Y-H9GB,Yu Huang,Inner Sphere,Skirmisher,90.0,4,8inj,0,9,4,0,4,False,5,False,1,False,0,1,45,IF1,3068,14,Standard,2039,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9580,Mauler MAL-4R,MAL-4R,Mauler,Mixed,Juggernaut,90.0,4,6in,0,8,4,0,5,False,5,False,4,False,0,1,47,"AC2/2/-,CASEII,IF2,LRM2/2/2",3144,16,Standard,2050,0,0,0,1,0,1,0,1,0,0,0,0,0,0
970,Emperor EMP-6S,EMP-6S,Emperor,Inner Sphere,Juggernaut,90.0,4,6inj,0,9,4,0,5,False,5,False,0,False,0,0,42,"CASE,FLK2/2/-",3069,14,Standard,2065,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2590,Pulverizer PUL-2V,PUL-2V,Pulverizer,Mixed,Brawler,90.0,4,8in,0,9,7,0,3,False,4,False,2,False,0,0,47,"CASE,ECM,IF1",2823,11,Experimental,2065,1,0,0,0,0,1,0,1,0,0,0,0,0,0
7647,Pulverizer PUL-3R,PUL-3R,Pulverizer,Mixed,Brawler,90.0,4,8in,0,9,7,0,4,False,4,False,2,False,0,0,48,"CASE,ECM,IF1",2823,11,Experimental,2068,1,0,0,0,0,1,0,1,0,0,0,0,0,0
3626,Yu Huang Y-H9G,Y-H9G,Yu Huang,Inner Sphere,Skirmisher,90.0,4,8inj,0,9,4,0,4,False,4,False,2,False,0,1,44,"FLK1/1/-,IF1",3060,13,Standard,2074,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2343,Orochi OR-2I,OR-2I,Orochi,Inner Sphere,Missile Boat,90.0,4,8in,0,9,4,0,4,False,5,False,3,False,0,0,47,IF3,3084,15,Standard,2077,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3417,Viking VKG-2F,VKG-2F,Viking,Inner Sphere,Missile Boat,90.0,4,6in,0,8,7,0,4,False,6,False,6,False,0,0,54,"CASE,IF4",3059,13,Standard,2079,0,0,0,0,0,1,0,1,0,0,0,0,0,0
968,Emperor EMP-6M,EMP-6M,Emperor,Inner Sphere,Sniper,90.0,4,6inj,0,9,5,0,3,False,3,False,2,False,0,3,48,"C3I,MHQ2,OVL,TSM",3069,14,Standard,2090,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6516,Juliano JLN-5A,JLN-5A,Juliano,Mixed,Brawler,90.0,4,8in,0,9,4,0,5,False,5,False,3,False,0,4,48,"ARM,CASEII",3116,254,Advanced,2105,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8363,Regent D,D,Regent,Clan,Sniper,90.0,4,6in,0,9,7,0,4,False,4,False,3,False,0,3,49,"CASEII,FLK0*/0*/0*,IF2,LRM1/1/2,OMNI",3145,16,Standard,2116,0,0,0,1,0,1,0,1,0,0,0,0,0,0
5713,Akuma AKU-2X,AKU-2X,Akuma,Inner Sphere,Juggernaut,90.0,4,6in,0,9,7,0,5,False,5,False,3,False,0,1,53,"C3S,CASE,FLK1/1/1,MHQ1",3071,14,Advanced,2122,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3625,Yu Huang Y-H11G,Y-H11G,Yu Huang,Inner Sphere,Skirmisher,90.0,4,8inj,0,9,4,0,5,False,5,False,1,False,0,0,46,"CASE,HT1/1/-,IF1",3075,14,Standard,2131,0,0,0,0,0,1,0,1,0,0,0,0,0,0
22,Akuma AKU-2XC,AKU-2XC,Akuma,Inner Sphere,Juggernaut,90.0,4,6in,0,9,7,0,5,False,5,False,1,False,0,0,54,"AECM,C3BSS,CASE,FLK1/1/1,MHQ2",3077,14,Experimental,2134,1,1,0,0,0,0,0,1,0,0,0,0,0,0
774,Cyclops CP-11-B,CP-11-B,Cyclops,Inner Sphere,Juggernaut,90.0,4,6in,0,8,7,0,5,False,6,False,4,False,0,0,50,"CASE,IF1",3071,14,Standard,2145,0,0,0,0,0,1,0,1,0,0,0,0,0,0
3418,Viking VKG-2G,VKG-2G,Viking,Inner Sphere,Juggernaut,90.0,4,6in,0,9,7,0,5,False,6,False,3,False,0,0,52,"CASE,ECM,FLK1/1/1",3060,13,Standard,2152,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4323,Highlander HGN-732 (Colleen),HGN-732 (Colleen),Highlander,Inner Sphere,Juggernaut,90.0,4,6inj,0,9,7,0,4,False,5,False,3,False,0,1,51,"CASE,IF2,LRM1/1/2",2801,11,Experimental,2164,0,0,0,1,0,1,0,1,0,0,0,0,0,0
7685,Emperor EMP-6A-EC,EMP-6A-EC,Emperor,Mixed,Sniper,90.0,4,6inj,0,9,4,0,4,False,4,False,3,False,0,2,44,"CASE,FLK1/1/1",2826,11,Experimental,2165,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5714,Akuma AKU-2XK,AKU-2XK,Akuma,Inner Sphere,Juggernaut,90.0,4,6in,0,9,7,0,4,False,4,False,3,False,0,3,54,"C3S,CASE,ECM,IF1,MHQ1",3083,15,Standard,2170,1,0,0,0,0,1,0,1,0,1,0,0,0,0
971,Emperor EMP-7L,EMP-7L,Emperor,Inner Sphere,Juggernaut,90.0,4,6in,0,9,7,0,3,False,3,False,1,False,0,2,47,"AC2/2/-,CASE,ECM,STL,TSM",3069,14,Standard,2179,1,0,1,0,0,0,0,1,0,0,0,0,0,0
5552,Highlander HGN-641-X-2,HGN-641-X-2,Highlander,Inner Sphere,Juggernaut,90.0,4,6inj,0,8,8,0,5,False,5,False,3,False,0,0,55,"AECM,C3S,CASEII,IF1,MHQ1",3070,14,Experimental,2185,1,1,0,0,0,1,0,1,0,1,0,0,0,0
3692,Akuma AKU-1XJ,AKU-1XJ,Akuma,Inner Sphere,Juggernaut,90.0,4,6inj,0,9,7,0,4,False,4,False,1,False,0,2,45,FLK1/1/-,3064,247,Standard,2203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1520,Highlander HGN-734,HGN-734,Highlander,Inner Sphere,Juggernaut,90.0,4,6inj,0,9,5,0,4,False,4,False,1,False,0,2,43,"CASE,FLK1/1/-",3062,247,Standard,2214,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1514,Highlander HGN-732,HGN-732,Highlander,Inner Sphere,Sniper,90.0,4,6inj,0,9,7,0,3,False,4,False,3,False,0,1,47,"CASE,IF1",2592,10,Standard,2227,0,0,0,0,0,1,0,1,0,0,0,0,0,0
7733,Highlander HGN-740,HGN-740,Highlander,Inner Sphere,Sniper,90.0,4,6inj,0,9,7,0,4,False,5,False,3,False,0,0,49,"CASEII,IF1",3115,254,Standard,2232,0,0,0,0,0,1,0,1,0,0,0,0,0,0
9485,Star Adder (Blood Asp) I,I,Star Adder (Blood Asp),Mixed,Brawler,90.0,4,8in,0,9,5,0,6,False,7,False,3,False,0,0,52,"CASE,OMNI,REL",3148,16,Advanced,2242,0,0,0,0,0,0,0,1,0,0,0,0,0,0
965,Emperor EMP-6A (Nerran),EMP-6A (Nerran),Emperor,Mixed,Sniper,90.0,4,6inj,0,9,4,0,4,False,4,False,4,False,0,0,43,"CASE,FLK1/1/1",3064,247,Experimental,2247,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8357,Cyclops C,C,Cyclops,Clan,Brawler,90.0,4,6in,0,11,7,0,5,False,5,False,3,False,0,0,53,"CASEII,CR",3147,16,Advanced,2252,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1521,Highlander HGN-736,HGN-736,Highlander,Inner Sphere,Sniper,90.0,4,6inj,0,9,7,0,4,False,5,False,4,False,0,0,54,"C3I,CASE,IF1,MHQ2",3060,13,Standard,2255,0,0,0,0,0,1,0,1,1,0,0,0,0,0
1779,Kingfisher A,A,Kingfisher,Clan,Brawler,90.0,4,8in,0,9,7,0,5,False,5,False,3,False,0,0,49,"CASE,FLK1/1/1,OMNI",2887,11,Standard,2261,0,0,0,0,0,0,0,1,0,0,0,0,0,0
401,Star Adder (Blood Asp) C,C,Star Adder (Blood Asp),Clan,Brawler,90.0,4,8in,0,9,5,0,6,False,6,False,4,False,0,0,51,"CASE,FLK1/1/-,OMNI",3060,13,Standard,2270,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8010,Yu Huang Y-H12GC,Y-H12GC,Yu Huang,Mixed,Sniper,90.0,4,8inj,0,9,4,0,4,False,4,False,3,False,0,0,50,"C3BSM,MHQ6,TAG",3146,16,Advanced,2298,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8261,Kingfisher G,G,Kingfisher,Clan,Juggernaut,90.0,4,10in,0,9,7,0,7,False,7,False,0,False,0,0,61,"CASE,FLK1/1/-,OMNI",3136,16,Standard,2319,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1516,Highlander HGN-732b,HGN-732b,Highlander,Inner Sphere,Sniper,90.0,4,6inj,0,9,7,0,5,False,6,False,4,False,0,0,53,"CASE,IF1",2598,10,Standard,2335,0,0,0,0,0,1,0,1,0,0,0,0,0,0
8262,Kingfisher I,I,Kingfisher,Clan,Brawler,90.0,4,8in,0,9,7,0,5,False,5,False,2,False,0,0,48,"CASE,OMNI",3137,16,Standard,2348,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1782,Kingfisher D,D,Kingfisher,Clan,Sniper,90.0,4,8in,0,9,7,0,4,False,4,False,4,False,0,1,48,"CASE,OMNI,OVL",2887,11,Standard,2364,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5493,Highlander HGN-694,HGN-694,Highlander,Inner Sphere,Juggernaut,90.0,4,6in,0,9,5,0,5,False,6,False,3,False,0,0,48,CASE,3062,247,Standard,2369,0,0,0,0,0,0,0,1,0,0,0,0,0,0
